target_set_version,component,bacteria,drug,value,cell_status,include_in_score,score_exclusion_reason,target_type,provenance_class,source_id,reference_year,geography,infection_or_specimen,care_setting,target_denominator,uncertainty_lower,uncertainty_upper,transformation,rationale,evidence_weight,score_row_weight
resistance_targets_v1,resistance_prevalence_any_r_positive,Neisseria meningitidis,ceftolozane_tazobactam,0.04,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__neisseria_meningitidis,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,sulfanilamide,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,penicillin_g,0.1,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ampicillin,0.05,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,amoxicillin,0.05,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,piperacillin,0.1,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ticarcillin,0.15,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,cephalexin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,cefazolin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,cefuroxime,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ceftriaxone,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,cefixime,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ceftazidime,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,cefepime,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ceftaroline,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,meropenem,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,imipenem_c,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ertapenem,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,aztreonam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,erythromycin,0.15,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,azithromycin,0.1,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,clarithromycin,0.15,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,clindamycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,gentamicin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,tobramycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,amikacin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ciprofloxacin,0.1,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,levofloxacin,0.05,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,moxifloxacin,0.05,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ofloxacin,0.1,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,tetracycline,0.15,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,doxycycline,0.1,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,minocycline,0.05,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,tigecycline,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,vancomycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,fidaxomicin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,teicoplanin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,dalbavancin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,linezolid,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,tedizolid,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,daptomycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,quinu_dalfo,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,trim_sulf,0.05,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,chloramphenicol,0.1,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,nitrofurantoin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,fosfomycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,retapamulin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,fusidic_a,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,metronidazole,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,furazolidone,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,rifampicin,0.1,active_target,false,hard_exclusion_rifampicin;hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,amoxicillin_clavulanate,0.05,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,piperacillin_tazobactam,0.05,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ampicillin_sulbactam,0.15,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ticarcillin_clavulanate,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ceftazidime_avibactam,0.1,active_target,false,hard_exclusion_listeria,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__listeria_monocytogenes,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,aztreonam_avibactam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,meropenem_vaborbactam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,colistin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,flucloxacillin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,cefiderocol,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Listeria monocytogenes,ceftolozane_tazobactam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_listeria;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__listeria_monocytogenes,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,sulfanilamide,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,penicillin_g,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,ampicillin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,amoxicillin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,piperacillin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,ticarcillin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,cephalexin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,cefazolin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,cefuroxime,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,ceftriaxone,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,cefixime,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,ceftazidime,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,cefepime,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,ceftaroline,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,meropenem,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,imipenem_c,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,ertapenem,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,aztreonam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,erythromycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,azithromycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,clarithromycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,clindamycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,gentamicin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,tobramycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,amikacin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Clostridioides difficile,ciprofloxacin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__clostridioides_difficile,,,,,,,,,,,0.0
