total deaths during simulation: 60
breakdown by cause of death:
background_mortality: 43
sepsis_related: 17
number in hospital: 14
number severely immunosuppressed: 179
enterobacter spp.: 1 infected
    trim_sulf: n = 1, prop 0.00 = 0.000, prop 0.25 = 1.000, prop 0.5 = 0.000, prop 0.75 = 0.000, prop 1.00 = 0.000
    listeria_monocytogenes / cephalexin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / ticarcillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / fusidic_a: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / cefepime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / aztreonam: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / retapamulin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / tedizolid: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / imipenem_c: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / chlorampheni: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / amikacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / moxifloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / tetracycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / ceftaroline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / ceftriaxone: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / doxyclycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / vancomycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / clindamycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / minocycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / teicoplanin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / nitrofurantoin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / erythromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / furazolidone: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / cefazolin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / ertapenem: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / gentamicin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / piperacillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / ceftazidime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / ampicillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / levofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / quinu_dalfo: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / ofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / metronidazole: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / meropenem: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / ciprofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / cefuroxime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / tobramycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / linezolid: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / penicilling: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / trim_sulf: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / amoxicillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / azithromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / clarithromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / sulfanilamide: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / cephalexin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / ticarcillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / fusidic_a: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / cefepime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / aztreonam: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / retapamulin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / tedizolid: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / imipenem_c: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / chlorampheni: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / amikacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / moxifloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / tetracycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / ceftaroline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / ceftriaxone: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / doxyclycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / vancomycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / clindamycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / minocycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / teicoplanin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / nitrofurantoin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / erythromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / furazolidone: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / cefazolin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / ertapenem: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / gentamicin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / piperacillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / ceftazidime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / ampicillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / levofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / quinu_dalfo: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / ofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / metronidazole: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / meropenem: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / ciprofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / cefuroxime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / tobramycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / linezolid: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria_meningitidis / penicilling: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / trim_sulf: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / amoxicillin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / azithromycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / clarithromycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / sulfanilamide: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / cephalexin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / ticarcillin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / fusidic_a: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / cefepime: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / aztreonam: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / retapamulin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / tedizolid: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / imipenem_c: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / chlorampheni: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / amikacin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / moxifloxacin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / tetracycline: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / ceftaroline: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / ceftriaxone: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / doxyclycline: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / vancomycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / clindamycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / minocycline: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / teicoplanin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / nitrofurantoin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / erythromycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / furazolidone: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / cefazolin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / ertapenem: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / gentamicin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / piperacillin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / ceftazidime: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / ampicillin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / levofloxacin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / quinu_dalfo: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / ofloxacin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / metronidazole: n_infected = 4, n_standardized_mic_lt2 = 4, prop = 1.000
    clostridioides_difficile / meropenem: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / ciprofloxacin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / cefuroxime: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / tobramycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / linezolid: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    clostridioides_difficile / penicilling: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / trim_sulf: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / amoxicillin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / azithromycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / clarithromycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / sulfanilamide: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / cephalexin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / ticarcillin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / fusidic_a: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / cefepime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / aztreonam: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / retapamulin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / tedizolid: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / imipenem_c: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / chlorampheni: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / amikacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / moxifloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / tetracycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / ceftaroline: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / ceftriaxone: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / doxyclycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / vancomycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / clindamycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / minocycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / teicoplanin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / nitrofurantoin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / erythromycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / furazolidone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / cefazolin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / ertapenem: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / gentamicin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / piperacillin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / ceftazidime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / ampicillin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / levofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / quinu_dalfo: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / ofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / metronidazole: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / meropenem: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / ciprofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / cefuroxime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / tobramycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    streptococcus pneumoniae / linezolid: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    streptococcus pneumoniae / penicilling: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    neisseria gonorrhoeae / trim_sulf: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / amoxicillin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / azithromycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / clarithromycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / sulfanilamide: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / cephalexin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / ticarcillin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / fusidic_a: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / cefepime: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / aztreonam: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / retapamulin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / tedizolid: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / imipenem_c: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / chlorampheni: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / amikacin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / moxifloxacin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / tetracycline: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / ceftaroline: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / ceftriaxone: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / doxyclycline: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / vancomycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / clindamycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / minocycline: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / teicoplanin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / nitrofurantoin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / erythromycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / furazolidone: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / cefazolin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / ertapenem: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / gentamicin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / piperacillin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / ceftazidime: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / ampicillin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / levofloxacin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / quinu_dalfo: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / ofloxacin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / metronidazole: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / meropenem: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / ciprofloxacin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / cefuroxime: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / tobramycin: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / linezolid: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    neisseria gonorrhoeae / penicilling: n_infected = 4, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / trim_sulf: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / amoxicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / azithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / clarithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / sulfanilamide: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / cephalexin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / ticarcillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / fusidic_a: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / cefepime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / aztreonam: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / retapamulin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / tedizolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / imipenem_c: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / chlorampheni: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / amikacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / moxifloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / tetracycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / ceftaroline: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / ceftriaxone: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / doxyclycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / vancomycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / clindamycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / minocycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / teicoplanin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / nitrofurantoin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / erythromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / furazolidone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / cefazolin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / ertapenem: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / gentamicin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / piperacillin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / ceftazidime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / ampicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / levofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / quinu_dalfo: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / ofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / metronidazole: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / meropenem: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / ciprofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / cefuroxime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / tobramycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    klebsiella pneumoniae / linezolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    klebsiella pneumoniae / penicilling: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / trim_sulf: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / amoxicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / azithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / clarithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / sulfanilamide: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / cephalexin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / ticarcillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / fusidic_a: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / cefepime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / aztreonam: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / retapamulin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / tedizolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / imipenem_c: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / chlorampheni: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
